Cluster	Name	GO terms	GO source	Description (Direct description or transfer from target)
3	Zm00001d050219	GO:0000407 pre-autophagosomal structure		
3	Zm00001d050219	GO:0005768 endosome		
3	Zm00001d050219	GO:0006412 translation		
3	Zm00001d010528	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d010528	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d010528	GO:0005774 vacuolar membrane		
3	Zm00001d010528	GO:0003735 structural constituent of ribosome		
3	Zm00001d010528	GO:0003723 RNA binding		
3	Zm00001d010528	GO:0005886 plasma membrane		
3	Zm00001d010528	GO:0002181 cytoplasmic translation		
3	Zm00001d010528	GO:0042256 mature ribosome assembly		
3	Zm00001d028117	GO:0005794 Golgi apparatus	 --- 	 --- 
3	Zm00001d028117	GO:0044710 single-organism metabolic process		
3	Zm00001d028117	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d028117	GO:0005730 nucleolus		
3	Zm00001d028117	GO:0005618 cell wall		
3	Zm00001d028117	GO:0005886 plasma membrane		
3	Zm00001d028117	GO:0042256 mature ribosome assembly		
3	Zm00001d028117	GO:0003735 structural constituent of ribosome		
3	Zm00001d028117	GO:0009507 chloroplast		
3	Zm00001d028117	GO:0001510 RNA methylation		
3	Zm00001d028117	GO:0002181 cytoplasmic translation		
3	Zm00001d028117	GO:0042788 polysomal ribosome		
3	Zm00001d028117	GO:0050789 regulation of biological process		
3	Zm00001d028117	GO:0009506 plasmodesma		
3	Zm00001d028117	GO:0003729 mRNA binding		
3	Zm00001d035838	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d035838	GO:0006412 translation		
3	Zm00001d035838	GO:0003723 RNA binding		
3	Zm00001d035838	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d047697	GO:0005794 Golgi apparatus	 --- 	 --- 
3	Zm00001d047697	GO:0044710 single-organism metabolic process		
3	Zm00001d047697	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d047697	GO:0005618 cell wall		
3	Zm00001d047697	GO:0030490 maturation of SSU-rRNA		
3	Zm00001d047697	GO:0042256 mature ribosome assembly		
3	Zm00001d047697	GO:0000028 ribosomal small subunit assembly		
3	Zm00001d047697	GO:0003735 structural constituent of ribosome		
3	Zm00001d047697	GO:0003723 RNA binding		
3	Zm00001d047697	GO:0005886 plasma membrane		
3	Zm00001d047697	GO:0006412 translation		
3	Zm00001d047697	GO:0006407 rRNA export from nucleus		
3	Zm00001d043942	GO:0042545 cell wall modification	 --- 	 --- 
3	Zm00001d043942	GO:0009664 plant-type cell wall organization		
3	Zm00001d043942	GO:0044710 single-organism metabolic process		
3	Zm00001d043942	GO:0042788 polysomal ribosome		
3	Zm00001d043942	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d043942	GO:0005634 nucleus		
3	Zm00001d043942	GO:0009860 pollen tube growth		
3	Zm00001d043942	GO:0005774 vacuolar membrane		
3	Zm00001d043942	GO:0003735 structural constituent of ribosome		
3	Zm00001d043942	GO:0009793 embryo development ending in seed dormancy		
3	Zm00001d043942	GO:0005886 plasma membrane		
3	Zm00001d043942	GO:0042256 mature ribosome assembly		
3	Zm00001d043942	GO:0006412 translation		
3	Zm00001d043942	GO:0003729 mRNA binding		
3	Zm00001d031701	GO:0010204 defense response signaling pathway, resistance gene-independent	 --- 	 --- 
3	Zm00001d031701	GO:0009626 plant-type hypersensitive response		
3	Zm00001d031701	GO:0031090 organelle membrane		
3	Zm00001d031701	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d031701	GO:0046283 anthocyanin-containing compound metabolic process		
3	Zm00001d031701	GO:0005789 endoplasmic reticulum membrane		
3	Zm00001d031701	GO:0042742 defense response to bacterium		
3	Zm00001d031701	GO:0009790 embryo development		
3	Zm00001d031701	GO:0003735 structural constituent of ribosome		
3	Zm00001d031701	GO:0055074 calcium ion homeostasis		
3	Zm00001d031701	GO:0001510 RNA methylation		
3	Zm00001d031701	GO:0042256 mature ribosome assembly		
3	Zm00001d031701	GO:0009698 phenylpropanoid metabolic process		
3	Zm00001d031701	GO:0006412 translation		
3	Zm00001d031701	GO:0003723 RNA binding		
3	Zm00001d053630	GO:0006414 translational elongation	 --- 	 --- 
3	Zm00001d053630	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d053630	GO:0005730 nucleolus		
3	Zm00001d053630	GO:0005618 cell wall		
3	Zm00001d053630	GO:0042256 mature ribosome assembly		
3	Zm00001d053630	GO:0003735 structural constituent of ribosome		
3	Zm00001d053630	GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d053630	GO:0009165 nucleotide biosynthetic process		
3	Zm00001d053630	GO:0005886 plasma membrane		
3	Zm00001d053630	GO:0009507 chloroplast		
3	Zm00001d053630	GO:0042991 transcription factor import into nucleus		
3	Zm00001d031703	GO:0005730 nucleolus	 --- 	 --- 
3	Zm00001d031703	GO:0005618 cell wall		
3	Zm00001d031703	GO:0044822 poly(A) RNA binding		
3	Zm00001d031703	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d031703	GO:0005774 vacuolar membrane		
3	Zm00001d031703	GO:0003735 structural constituent of ribosome		
3	Zm00001d031703	GO:0000463 maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d031703	GO:0043531 ADP binding		
3	Zm00001d031703	GO:0001510 RNA methylation		
3	Zm00001d031703	GO:0002181 cytoplasmic translation		
3	Zm00001d031703	GO:0005886 plasma membrane		
3	Zm00001d031703	GO:0009507 chloroplast		
3	Zm00001d053632	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d053632	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d053632	GO:0005730 nucleolus		
3	Zm00001d053632	GO:0005618 cell wall		
3	Zm00001d053632	GO:0003735 structural constituent of ribosome		
3	Zm00001d053632	GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d053632	GO:0005886 plasma membrane		
3	Zm00001d053632	GO:0006414 translational elongation		
3	Zm00001d053632	GO:0009507 chloroplast		
3	Zm00001d010030	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d010030	GO:0044710 single-organism metabolic process		
3	Zm00001d010030	GO:0005730 nucleolus		
3	Zm00001d010030	GO:0006412 translation		
3	Zm00001d010030	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d047912	GO:0044262 cellular carbohydrate metabolic process	 --- 	 --- 
3	Zm00001d047912	GO:0055085 transmembrane transport		
3	Zm00001d047912	GO:0005976 polysaccharide metabolic process		
3	Zm00001d047912	GO:0016021 integral component of membrane		
3	Zm00001d047912	GO:0042244 spore wall assembly		
3	Zm00001d047912	GO:0004386 helicase activity		
3	Zm00001d047912	GO:0022857 transmembrane transporter activity		
3	Zm00001d047912	GO:0016758 transferase activity, transferring hexosyl groups		
3	Zm00001d047912	GO:0070591 ascospore wall biogenesis		
3	Zm00001d047912	GO:0006413 translational initiation		
3	Zm00001d047912	GO:0005634 nucleus		
3	Zm00001d047912	GO:0003743 translation initiation factor activity		
3	Zm00001d039106	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d039106	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d039106	GO:0005634 nucleus		
3	Zm00001d039106	GO:0003735 structural constituent of ribosome		
3	Zm00001d039106	GO:0046686 response to cadmium ion		
3	Zm00001d039106	GO:0009651 response to salt stress		
3	Zm00001d039106	GO:0006412 translation		
3	Zm00001d026343	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d026343	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d026343	GO:0016020 membrane		
3	Zm00001d026343	GO:0003735 structural constituent of ribosome		
3	Zm00001d026343	GO:0005488 binding		
3	Zm00001d026343	GO:0001510 RNA methylation		
3	Zm00001d026343	GO:0006412 translation		
3	Zm00001d010631	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d010631	GO:0048467 gynoecium development		
3	Zm00001d010631	GO:0009507 chloroplast		
3	Zm00001d010631	GO:0009734 auxin-activated signaling pathway		
3	Zm00001d010631	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d010631	GO:0005730 nucleolus		
3	Zm00001d010631	GO:0042256 mature ribosome assembly		
3	Zm00001d010631	GO:1902626 assembly of large subunit precursor of preribosome		
3	Zm00001d010631	GO:0008270 zinc ion binding		
3	Zm00001d010631	GO:0005886 plasma membrane		
3	Zm00001d010631	GO:0001510 RNA methylation		
3	Zm00001d010631	GO:0003729 mRNA binding		
3	Zm00001d010631	GO:0006412 translation		
3	Zm00001d010631	GO:0000027 ribosomal large subunit assembly		
3	Zm00001d042525	GO:0022625 cytosolic large ribosomal subunit	 --- 	 --- 
3	Zm00001d042525	GO:0001510 RNA methylation		
3	Zm00001d042525	GO:0009651 response to salt stress		
3	Zm00001d042525	GO:0006096 glycolytic process		
3	Zm00001d042525	GO:0006094 gluconeogenesis		
3	Zm00001d042525	GO:0005730 nucleolus		
3	Zm00001d042525	GO:0005773 vacuole		
3	Zm00001d042525	GO:0009965 leaf morphogenesis		
3	Zm00001d042525	GO:0050789 regulation of biological process		
3	Zm00001d042525	GO:0003735 structural constituent of ribosome		
3	Zm00001d042525	GO:0046686 response to cadmium ion		
3	Zm00001d042525	GO:0000027 ribosomal large subunit assembly		
3	Zm00001d042525	GO:0048646 anatomical structure formation involved in morphogenesis		
3	Zm00001d042525	GO:0008283 cell proliferation		
3	Zm00001d042525	GO:0006913 nucleocytoplasmic transport		
3	Zm00001d042525	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
3	Zm00001d042525	GO:0010015 root morphogenesis		
3	Zm00001d042525	GO:0005886 plasma membrane		
3	Zm00001d042525	GO:0009955 adaxial/abaxial pattern specification		
3	Zm00001d042525	GO:0009507 chloroplast		
3	Zm00001d042525	GO:0008097 5S rRNA binding		
3	Zm00001d042525	GO:0006007 glucose catabolic process		
3	Zm00001d042525	GO:0006412 translation		
3	Zm00001d034550	GO:0022627 cytosolic small ribosomal subunit	 --- 	 --- 
3	Zm00001d034550	GO:0005730 nucleolus		
3	Zm00001d034550	GO:0005618 cell wall		
3	Zm00001d034550	GO:0005886 plasma membrane		
3	Zm00001d034550	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
3	Zm00001d034550	GO:0006412 translation		
3	Zm00001d034550	GO:0003735 structural constituent of ribosome		
3	Zm00001d034550	GO:0003723 RNA binding		
3	Zm00001d034550	GO:0001510 RNA methylation		
3	Zm00001d034550	GO:0050789 regulation of biological process		
3	Zm00001d034550	GO:0009506 plasmodesma		
3	Zm00001d034550	GO:0009507 chloroplast		
3	Zm00001d028384	GO:0046540 U4/U6 x U5 tri-snRNP complex	 --- 	 --- 
3	Zm00001d028384	GO:0032040 small-subunit processome		
3	Zm00001d028384	GO:0031428 box C/D snoRNP complex		
3	Zm00001d028384	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d028384	GO:0071011 precatalytic spliceosome		
3	Zm00001d028384	GO:0030490 maturation of SSU-rRNA		
3	Zm00001d028384	GO:0006412 translation		
3	Zm00001d028384	GO:0003723 RNA binding		
3	Zm00001d028384	GO:0000470 maturation of LSU-rRNA		
3	Zm00001d028384	GO:0045292 mRNA cis splicing, via spliceosome		
3	Zm00001d034422	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d034422	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d034422	GO:0005730 nucleolus		
3	Zm00001d034422	GO:0005618 cell wall		
3	Zm00001d034422	GO:0005886 plasma membrane		
3	Zm00001d034422	GO:0042254 ribosome biogenesis		
3	Zm00001d034422	GO:0005774 vacuolar membrane		
3	Zm00001d034422	GO:0003735 structural constituent of ribosome		
3	Zm00001d034422	GO:0065007 biological regulation		
3	Zm00001d034422	GO:0003723 RNA binding		
3	Zm00001d034422	GO:0001510 RNA methylation		
3	Zm00001d034422	GO:0006413 translational initiation		
3	Zm00001d034422	GO:0009506 plasmodesma		
3	Zm00001d025441	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d025441	GO:0005840 ribosome		
3	Zm00001d025441	GO:0006412 translation		
3	Zm00001d049619	GO:0070180 large ribosomal subunit rRNA binding	 --- 	 --- 
3	Zm00001d049619	GO:0044710 single-organism metabolic process		
3	Zm00001d049619	GO:0046686 response to cadmium ion		
3	Zm00001d049619	GO:0022626 cytosolic ribosome		
3	Zm00001d049619	GO:0005730 nucleolus		
3	Zm00001d049619	GO:0042254 ribosome biogenesis		
3	Zm00001d049619	GO:0003735 structural constituent of ribosome		
3	Zm00001d049619	GO:0009409 response to cold		
3	Zm00001d049619	GO:0005886 plasma membrane		
3	Zm00001d049619	GO:0010043 response to zinc ion		
3	Zm00001d049619	GO:0009651 response to salt stress		
3	Zm00001d049619	GO:0006414 translational elongation		
3	Zm00001d049619	GO:0005507 copper ion binding		
3	Zm00001d049619	GO:0009507 chloroplast		
3	Zm00001d018410	GO:0032502 developmental process	 --- 	 --- 
3	Zm00001d018410	GO:0044710 single-organism metabolic process		
3	Zm00001d018410	GO:0040007 growth		
3	Zm00001d018410	GO:0005730 nucleolus		
3	Zm00001d018410	GO:0042256 mature ribosome assembly		
3	Zm00001d018410	GO:0003735 structural constituent of ribosome		
3	Zm00001d018410	GO:0006412 translation		
3	Zm00001d018410	GO:0050789 regulation of biological process		
3	Zm00001d018410	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d037429	GO:0009941 chloroplast envelope	 --- 	 --- 
3	Zm00001d037429	GO:0050660 flavin adenine dinucleotide binding		
3	Zm00001d037429	GO:0016049 cell growth		
3	Zm00001d037429	GO:0046686 response to cadmium ion		
3	Zm00001d037429	GO:0005829 cytosol		
3	Zm00001d037429	GO:0009846 pollen germination		
3	Zm00001d037429	GO:0006412 translation		
3	Zm00001d037429	GO:0019430 removal of superoxide radicals		
3	Zm00001d037429	GO:0022900 electron transport chain		
3	Zm00001d037429	GO:0042964 thioredoxin biosynthetic process		
3	Zm00001d037429	GO:0005759 mitochondrial matrix		
3	Zm00001d037429	GO:0048316 seed development		
3	Zm00001d037429	GO:0045454 cell redox homeostasis		
3	Zm00001d037429	GO:0005634 nucleus		
3	Zm00001d037429	GO:0004791 thioredoxin-disulfide reductase activity		
3	Zm00001d017047	GO:0016070 RNA metabolic process	 --- 	 --- 
3	Zm00001d017047	GO:0044710 single-organism metabolic process		
3	Zm00001d017047	GO:0005783 endoplasmic reticulum		
3	Zm00001d017047	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d017047	GO:0005730 nucleolus		
3	Zm00001d017047	GO:0003735 structural constituent of ribosome		
3	Zm00001d017047	GO:0003723 RNA binding		
3	Zm00001d017047	GO:0005886 plasma membrane		
3	Zm00001d017047	GO:0002181 cytoplasmic translation		
3	Zm00001d017047	GO:0009507 chloroplast		
3	Zm00001d017047	GO:0050789 regulation of biological process		
3	Zm00001d017047	GO:0000027 ribosomal large subunit assembly		
3	Zm00001d007824	GO:0042545 cell wall modification	 --- 	 --- 
3	Zm00001d007824	GO:0009664 plant-type cell wall organization		
3	Zm00001d007824	GO:0042788 polysomal ribosome		
3	Zm00001d007824	GO:0009507 chloroplast		
3	Zm00001d007824	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d007824	GO:0005618 cell wall		
3	Zm00001d007824	GO:0005730 nucleolus		
3	Zm00001d007824	GO:0009220 pyrimidine ribonucleotide biosynthetic process		
3	Zm00001d007824	GO:0005774 vacuolar membrane		
3	Zm00001d007824	GO:0003735 structural constituent of ribosome		
3	Zm00001d007824	GO:0005886 plasma membrane		
3	Zm00001d007824	GO:0001510 RNA methylation		
3	Zm00001d007824	GO:0002181 cytoplasmic translation		
3	Zm00001d007824	GO:0042256 mature ribosome assembly		
3	Zm00001d007824	GO:0009506 plasmodesma		
3	Zm00001d007824	GO:0003729 mRNA binding		
3	Zm00001d015586	GO:0000723 telomere maintenance	 --- 	 --- 
3	Zm00001d015586	GO:0005840 ribosome		
3	Zm00001d015586	GO:0016021 integral component of membrane		
3	Zm00001d015586	GO:0006810 transport		
3	Zm00001d015586	GO:0006412 translation		
3	Zm00001d015586	GO:0003735 structural constituent of ribosome		
3	Zm00001d015586	GO:0003677 DNA binding		
3	Zm00001d015586	GO:0048519 negative regulation of biological process		
3	Zm00001d015586	GO:0005634 nucleus		
3	Zm00001d015586	GO:0016874 ligase activity		
3	Zm00001d015586	GO:0009560 embryo sac egg cell differentiation		
3	Zm00001d053239	GO:0042545 cell wall modification	 --- 	 --- 
3	Zm00001d053239	GO:0009664 plant-type cell wall organization		
3	Zm00001d053239	GO:0044710 single-organism metabolic process		
3	Zm00001d053239	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d053239	GO:0005730 nucleolus		
3	Zm00001d053239	GO:0090304 nucleic acid metabolic process		
3	Zm00001d053239	GO:0006412 translation		
3	Zm00001d053239	GO:0003735 structural constituent of ribosome		
3	Zm00001d053239	GO:0005618 cell wall		
3	Zm00001d053239	GO:0005886 plasma membrane		
3	Zm00001d053239	GO:0046872 metal ion binding		
3	Zm00001d053239	GO:0050789 regulation of biological process		
3	Zm00001d053239	GO:0009506 plasmodesma		
3	Zm00001d045448	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d045448	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d045448	GO:0005730 nucleolus		
3	Zm00001d045448	GO:0005618 cell wall		
3	Zm00001d045448	GO:0016020 membrane		
3	Zm00001d045448	GO:0003735 structural constituent of ribosome		
3	Zm00001d045448	GO:0003723 RNA binding		
3	Zm00001d045448	GO:0001510 RNA methylation		
3	Zm00001d045448	GO:0002181 cytoplasmic translation		
3	Zm00001d045448	GO:0009506 plasmodesma		
3	Zm00001d002450	GO:0005730 nucleolus	 --- 	 --- 
3	Zm00001d002450	GO:0044710 single-organism metabolic process		
3	Zm00001d002450	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d002450	GO:0005773 vacuole		
3	Zm00001d002450	GO:0016020 membrane		
3	Zm00001d002450	GO:0019843 rRNA binding		
3	Zm00001d002450	GO:0003735 structural constituent of ribosome		
3	Zm00001d002450	GO:0001510 RNA methylation		
3	Zm00001d002450	GO:0009409 response to cold		
3	Zm00001d002450	GO:0009507 chloroplast		
3	Zm00001d002450	GO:0006412 translation		
3	Zm00001d002450	GO:0009506 plasmodesma		
3	Zm00001d002450	GO:0000027 ribosomal large subunit assembly		
3	Zm00001d021668	GO:0005737 cytoplasm	 --- 	 --- 
3	Zm00001d021668	GO:0044710 single-organism metabolic process		
3	Zm00001d021668	GO:0048193 Golgi vesicle transport		
3	Zm00001d021668	GO:0005634 nucleus		
3	Zm00001d021668	GO:0017005 3'-tyrosyl-DNA phosphodiesterase activity		
3	Zm00001d021668	GO:0061025 membrane fusion		
3	Zm00001d021668	GO:0006417 regulation of translation		
3	Zm00001d021668	GO:0006413 translational initiation		
3	Zm00001d021668	GO:0003743 translation initiation factor activity		
3	Zm00001d029124	GO:0042545 cell wall modification	 --- 	 --- 
3	Zm00001d029124	GO:0009664 plant-type cell wall organization		
3	Zm00001d029124	GO:0044710 single-organism metabolic process		
3	Zm00001d029124	GO:0006414 translational elongation		
3	Zm00001d029124	GO:0022627 cytosolic small ribosomal subunit		
3	Zm00001d029124	GO:0003735 structural constituent of ribosome		
3	Zm00001d029124	GO:0000461 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d029124	GO:0065007 biological regulation		
3	Zm00001d029124	GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d029124	GO:0016925 protein sumoylation		
3	Zm00001d038318	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d038318	GO:0043484 regulation of RNA splicing		
3	Zm00001d038318	GO:0005634 nucleus		
3	Zm00001d038318	GO:0016020 membrane		
3	Zm00001d038318	GO:0000932 cytoplasmic mRNA processing body		
3	Zm00001d038318	GO:0000166 nucleotide binding		
3	Zm00001d038318	GO:0045595 regulation of cell differentiation		
3	Zm00001d038318	GO:0003723 RNA binding		
3	Zm00001d038318	GO:0032440 2-alkenal reductase [NAD(P)] activity		
3	Zm00001d038318	GO:0006417 regulation of translation		
3	Zm00001d038318	GO:0006397 mRNA processing		
3	Zm00001d013758	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d013758	GO:0048467 gynoecium development		
3	Zm00001d013758	GO:0009734 auxin-activated signaling pathway		
3	Zm00001d013758	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d013758	GO:0005730 nucleolus		
3	Zm00001d013758	GO:1902626 assembly of large subunit precursor of preribosome		
3	Zm00001d013758	GO:0008270 zinc ion binding		
3	Zm00001d013758	GO:0005886 plasma membrane		
3	Zm00001d013758	GO:0001510 RNA methylation		
3	Zm00001d013758	GO:0003723 RNA binding		
3	Zm00001d013758	GO:0009507 chloroplast		
3	Zm00001d013758	GO:0006412 translation		
3	Zm00001d013758	GO:0000027 ribosomal large subunit assembly		
3	Zm00001d006388	GO:0044710 single-organism metabolic process	 --- 	 --- 
3	Zm00001d006388	GO:0005730 nucleolus		
3	Zm00001d006388	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d006388	GO:0005774 vacuolar membrane		
3	Zm00001d006388	GO:0003735 structural constituent of ribosome		
3	Zm00001d006388	GO:0065007 biological regulation		
3	Zm00001d006388	GO:0003723 RNA binding		
3	Zm00001d006388	GO:0005886 plasma membrane		
3	Zm00001d006388	GO:0002181 cytoplasmic translation		
3	Zm00001d003896	GO:0005730 nucleolus	 --- 	 --- 
3	Zm00001d003896	GO:0044710 single-organism metabolic process		
3	Zm00001d003896	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d003896	GO:0005773 vacuole		
3	Zm00001d003896	GO:0016020 membrane		
3	Zm00001d003896	GO:0016043 cellular component organization		
3	Zm00001d003896	GO:0003735 structural constituent of ribosome		
3	Zm00001d003896	GO:0005488 binding		
3	Zm00001d003896	GO:0001510 RNA methylation		
3	Zm00001d003896	GO:0009409 response to cold		
3	Zm00001d003896	GO:0006412 translation		
3	Zm00001d003896	GO:0009506 plasmodesma		
3	Zm00001d003896	GO:0009507 chloroplast		
3	Zm00001d048256	GO:0022627 cytosolic small ribosomal subunit	 --- 	 --- 
3	Zm00001d048256	GO:0001510 RNA methylation		
3	Zm00001d048256	GO:0030686 90S preribosome		
3	Zm00001d048256	GO:0000028 ribosomal small subunit assembly		
3	Zm00001d048256	GO:0009651 response to salt stress		
3	Zm00001d048256	GO:0006096 glycolytic process		
3	Zm00001d048256	GO:0005634 nucleus		
3	Zm00001d048256	GO:0042256 mature ribosome assembly		
3	Zm00001d048256	GO:0003735 structural constituent of ribosome		
3	Zm00001d048256	GO:0005886 plasma membrane		
3	Zm00001d048256	GO:0046686 response to cadmium ion		
3	Zm00001d048256	GO:0006407 rRNA export from nucleus		
3	Zm00001d048256	GO:0000461 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d048256	GO:0006833 water transport		
3	Zm00001d048256	GO:0006972 hyperosmotic response		
3	Zm00001d048256	GO:0009266 response to temperature stimulus		
3	Zm00001d048256	GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)		
3	Zm00001d048256	GO:0009506 plasmodesma		
3	Zm00001d048256	GO:0009507 chloroplast		
3	Zm00001d048256	GO:0042545 cell wall modification		
3	Zm00001d048256	GO:0009664 plant-type cell wall organization		
3	Zm00001d048256	GO:0007030 Golgi organization		
3	Zm00001d048256	GO:0006412 translation		
3	Zm00001d013777	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d013777	GO:0022626 cytosolic ribosome		
3	Zm00001d013777	GO:0006412 translation		
3	Zm00001d013777	GO:0003677 DNA binding		
3	Zm00001d008594	GO:0042273 ribosomal large subunit biogenesis	 --- 	 --- 
3	Zm00001d008594	GO:0005794 Golgi apparatus		
3	Zm00001d008594	GO:0044710 single-organism metabolic process		
3	Zm00001d008594	GO:0042788 polysomal ribosome		
3	Zm00001d008594	GO:0009507 chloroplast		
3	Zm00001d008594	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d008594	GO:0005730 nucleolus		
3	Zm00001d008594	GO:0005774 vacuolar membrane		
3	Zm00001d008594	GO:0003735 structural constituent of ribosome		
3	Zm00001d008594	GO:0009409 response to cold		
3	Zm00001d008594	GO:0005886 plasma membrane		
3	Zm00001d008594	GO:0001510 RNA methylation		
3	Zm00001d008594	GO:0002181 cytoplasmic translation		
3	Zm00001d008594	GO:0042256 mature ribosome assembly		
3	Zm00001d008594	GO:0003729 mRNA binding		
3	Zm00001d018873	GO:0006139 nucleobase-containing compound metabolic process	 --- 	 --- 
3	Zm00001d018873	GO:0005852 eukaryotic translation initiation factor 3 complex		
3	Zm00001d018873	GO:0080008 Cul4-RING E3 ubiquitin ligase complex		
3	Zm00001d018873	GO:0016282 eukaryotic 43S preinitiation complex		
3	Zm00001d018873	GO:0006446 regulation of translational initiation		
3	Zm00001d018873	GO:0033290 eukaryotic 48S preinitiation complex		
3	Zm00001d018873	GO:0046686 response to cadmium ion		
3	Zm00001d018873	GO:0009651 response to salt stress		
3	Zm00001d018873	GO:0001731 formation of translation preinitiation complex		
3	Zm00001d018873	GO:0003743 translation initiation factor activity		
3	Zm00001d024815	GO:0040010 positive regulation of growth rate	 --- 	 --- 
3	Zm00001d024815	GO:0006898 receptor-mediated endocytosis		
3	Zm00001d024815	GO:0000003 reproduction		
3	Zm00001d024815	GO:0005730 nucleolus		
3	Zm00001d024815	GO:0000055 ribosomal large subunit export from nucleus		
3	Zm00001d024815	GO:0044822 poly(A) RNA binding		
3	Zm00001d024815	GO:0002119 nematode larval development		
3	Zm00001d024815	GO:0006606 protein import into nucleus		
3	Zm00001d024815	GO:0051781 positive regulation of cell division		
3	Zm00001d024815	GO:0019843 rRNA binding		
3	Zm00001d024815	GO:0010971 positive regulation of G2/M transition of mitotic cell cycle		
3	Zm00001d024815	GO:0006364 rRNA processing		
3	Zm00001d024815	GO:0006413 translational initiation		
3	Zm00001d024815	GO:0006406 mRNA export from nucleus		
3	Zm00001d052025	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d052025	GO:0006412 translation		
3	Zm00001d052025	GO:0003723 RNA binding		
3	Zm00001d052025	GO:0022625 cytosolic large ribosomal subunit		
3	Zm00001d005700	GO:0003735 structural constituent of ribosome	 --- 	 --- 
3	Zm00001d005700	GO:0005840 ribosome		
3	Zm00001d005700	GO:0006412 translation		
3	Zm00001d013063	GO:0048443 stamen development	 --- 	 --- 
3	Zm00001d013063	GO:0035197 siRNA binding		
3	Zm00001d013063	GO:0048569 post-embryonic organ development		
3	Zm00001d013063	GO:0019048 modulation by virus of host morphology or physiology		
3	Zm00001d013063	GO:0010589 leaf proximal/distal pattern formation		
3	Zm00001d013063	GO:0019898 extrinsic component of membrane		
3	Zm00001d013063	GO:0090305 nucleic acid phosphodiester bond hydrolysis		
3	Zm00001d013063	GO:0048441 petal development		
3	Zm00001d013063	GO:0048481 plant ovule development		
3	Zm00001d013063	GO:0045595 regulation of cell differentiation		
3	Zm00001d013063	GO:0007143 female meiotic division		
